role,location,education,experience,skills_count,projects,salary_lpa
Data Analyst,US Remote,1,0.9,20,4,26.26
ML Engineer,Chennai,4,3.1,20,4,22.53
ML Engineer,Pune,1,4.1,21,5,18.35
Backend Developer,Pune,2,2.1,21,5,14.92
DevOps Engineer,Hyderabad,2,0.4,20,4,16.44
Cloud Engineer,Ahmedabad,1,3.6,18,4,18.3
Cloud Engineer,Bangalore,3,20.0,7,5,58.95
AI Engineer,Pune,3,2.9,8,5,21.37
Data Analyst,Hyderabad,2,1.0,7,5,11.48
Frontend Developer,Chennai,2,4.6,6,8,19.0
Cloud Engineer,Bangalore,2,3.9,10,5,20.17
ML Engineer,Chennai,2,1.9,22,1,20.33
DevOps Engineer,Mumbai,1,3.0,14,6,18.37
Cybersecurity Analyst,Pune,0,1.0,14,4,10.24
DevOps Engineer,Hyderabad,3,2.1,17,5,22.18
Cloud Engineer,Bangalore,1,4.5,24,6,26.1
ML Engineer,US Remote,2,5.4,16,2,52.43
DevOps Engineer,Remote,2,1.0,8,4,12.97
Full Stack Developer,Delhi,2,2.0,8,4,16.18
Full Stack Developer,US Remote,2,6.1,23,9,40.93
Data Analyst,Ahmedabad,0,0.3,21,2,9.45
Cybersecurity Analyst,Pune,2,6.1,24,7,23.04
DevOps Engineer,Delhi,2,1.0,19,2,17.4
Cybersecurity Analyst,Mumbai,2,3.8,15,4,17.81
Software Engineer,Kolkata,2,0.1,7,5,10.68
Cybersecurity Analyst,Chennai,3,4.2,12,2,21.55
Cybersecurity Analyst,Hyderabad,0,1.4,14,8,16.16
ML Engineer,Hyderabad,2,2.0,10,1,16.91
Backend Developer,Bangalore,2,5.6,15,10,26.08
Backend Developer,Mumbai,1,0.5,12,5,11.94
Frontend Developer,Chennai,3,9.7,16,6,31.74
AI Engineer,Delhi,3,3.6,17,3,24.6
Backend Developer,US Remote,2,1.0,12,1,26.91
Cloud Engineer,Hyderabad,2,1.1,12,6,16.54
Full Stack Developer,Bangalore,2,2.8,15,2,16.28
DevOps Engineer,Mumbai,1,1.6,23,5,16.39
Software Engineer,Hyderabad,2,1.0,9,4,13.48
Data Analyst,Delhi,3,1.5,22,1,16.35
Full Stack Developer,Kolkata,2,4.8,14,3,18.28
Cybersecurity Analyst,Remote,2,2.6,9,1,15.87
Backend Developer,Mumbai,1,4.1,22,4,19.57
AI Engineer,Pune,1,1.0,20,2,17.27
Full Stack Developer,Kolkata,0,0.6,11,2,9.7
AI Engineer,Kolkata,2,1.2,5,4,13.34
Full Stack Developer,Mumbai,2,0.6,8,3,11.91
Backend Developer,Pune,2,3.3,12,4,14.02
Frontend Developer,Ahmedabad,3,0.8,18,4,11.59
Software Engineer,Mumbai,2,1.5,19,3,12.74
Backend Developer,Bangalore,2,1.6,14,3,15.59
ML Engineer,Remote,2,0.7,20,7,16.69
DevOps Engineer,US Remote,1,5.6,10,2,49.0
DevOps Engineer,Pune,2,0.9,20,4,14.69
Data Analyst,Chennai,3,7.6,16,2,26.55
Software Engineer,Pune,0,3.5,18,4,18.58
Software Engineer,Bangalore,2,3.7,10,5,20.26
Software Engineer,Bangalore,3,0.6,19,1,13.66
ML Engineer,Ahmedabad,2,3.7,17,3,19.84
Full Stack Developer,Pune,2,2.6,19,4,18.01
Software Engineer,US Remote,2,3.1,6,3,32.99
Cybersecurity Analyst,Ahmedabad,3,1.9,24,2,19.7
Cloud Engineer,Pune,2,0.0,23,3,14.3
Full Stack Developer,US Remote,2,3.5,20,9,37.78
ML Engineer,Chennai,1,1.7,22,2,18.05
Cloud Engineer,Mumbai,2,0.8,11,2,14.02
Frontend Developer,Ahmedabad,2,3.5,18,5,18.76
Frontend Developer,Pune,2,2.4,17,5,17.55
Frontend Developer,Mumbai,3,1.4,8,4,14.52
Cloud Engineer,Hyderabad,2,1.3,15,1,15.19
Data Analyst,Pune,2,1.2,13,1,10.8
Data Analyst,Chennai,3,0.7,21,4,13.83
DevOps Engineer,Chennai,0,1.1,5,4,12.09
Frontend Developer,Delhi,3,8.5,10,6,30.51
Cybersecurity Analyst,US Remote,1,3.1,12,2,31.66
ML Engineer,Ahmedabad,3,3.1,23,5,21.66
DevOps Engineer,Chennai,1,0.8,16,4,14.25
Backend Developer,Ahmedabad,1,4.0,5,3,15.86
Backend Developer,Delhi,3,0.2,17,1,10.52
AI Engineer,Kolkata,2,3.2,11,5,20.4
Cybersecurity Analyst,Hyderabad,3,5.8,13,6,28.99
Software Engineer,Bangalore,2,0.0,9,2,9.79
Full Stack Developer,Pune,3,0.9,20,2,13.54
Cloud Engineer,Kolkata,2,0.9,24,8,15.69
Backend Developer,Bangalore,2,5.0,12,3,17.63
Full Stack Developer,Delhi,2,1.3,15,1,15.4
Data Analyst,Bangalore,2,0.8,12,5,12.68
ML Engineer,Chennai,2,3.4,16,3,19.46
DevOps Engineer,Remote,1,2.3,8,1,16.66
Data Analyst,Ahmedabad,2,3.2,5,3,12.44
Full Stack Developer,US Remote,2,4.5,6,3,34.96
Data Analyst,Ahmedabad,2,0.4,18,6,10.94
AI Engineer,Delhi,0,4.2,19,1,22.08
Data Analyst,Ahmedabad,3,12.4,23,5,32.99
Cybersecurity Analyst,Delhi,2,0.6,13,1,14.19
Software Engineer,Pune,1,3.0,10,6,18.51
ML Engineer,Remote,2,1.3,14,2,15.31
AI Engineer,Ahmedabad,1,1.4,15,4,17.08
Full Stack Developer,Hyderabad,2,0.6,21,3,11.99
DevOps Engineer,Hyderabad,4,3.4,24,7,22.32
DevOps Engineer,Bangalore,2,0.4,15,1,16.82
AI Engineer,Chennai,2,4.3,6,3,19.93
Frontend Developer,Mumbai,2,5.0,14,6,20.38
Data Analyst,Chennai,2,1.3,24,3,14.15
Cybersecurity Analyst,Ahmedabad,2,0.2,21,2,11.28
Frontend Developer,Bangalore,3,0.6,6,6,11.18
Frontend Developer,Pune,2,0.4,19,3,9.79
Data Analyst,Pune,4,3.7,8,3,20.48
Data Analyst,Ahmedabad,2,3.7,17,3,15.27
Full Stack Developer,Bangalore,2,0.3,18,4,13.08
DevOps Engineer,Bangalore,3,0.2,5,2,15.14
Backend Developer,US Remote,1,6.0,23,4,40.44
Frontend Developer,Remote,2,1.1,15,2,12.18
Software Engineer,Remote,2,3.4,18,5,19.14
AI Engineer,US Remote,2,2.9,13,4,38.26
Backend Developer,Pune,4,3.0,21,9,21.22
AI Engineer,Ahmedabad,2,1.6,15,3,16.49
Software Engineer,Bangalore,2,2.2,15,2,14.22
Cybersecurity Analyst,Pune,2,5.1,9,3,26.28
Frontend Developer,Ahmedabad,4,1.6,10,2,14.0
AI Engineer,Ahmedabad,2,3.7,12,3,19.64
Cybersecurity Analyst,Ahmedabad,3,4.8,21,3,20.43
Cloud Engineer,US Remote,3,2.3,23,5,48.7
AI Engineer,Mumbai,2,5.9,15,9,33.04
Frontend Developer,Ahmedabad,2,3.9,10,5,16.44
ML Engineer,Ahmedabad,2,0.5,10,4,13.47
ML Engineer,Bangalore,2,0.7,18,2,16.2
Data Analyst,US Remote,3,0.6,24,3,28.4
AI Engineer,Mumbai,2,5.3,10,7,24.9
Software Engineer,Pune,2,0.4,17,3,10.42
Full Stack Developer,Ahmedabad,4,0.5,18,3,13.51
AI Engineer,Delhi,0,1.3,5,5,17.8
Frontend Developer,Chennai,2,3.8,18,5,19.26
Data Analyst,Delhi,1,1.3,13,7,9.28
Cloud Engineer,Hyderabad,3,2.5,16,2,18.1
Cybersecurity Analyst,Kolkata,3,5.0,22,6,19.86
Cloud Engineer,Remote,2,1.3,22,2,17.91
Full Stack Developer,Remote,2,2.0,10,4,15.43
Frontend Developer,Mumbai,1,2.7,5,5,12.46
Frontend Developer,Pune,3,0.7,7,2,13.95
Data Analyst,Kolkata,3,4.7,15,4,18.36
AI Engineer,Hyderabad,2,4.1,21,2,22.45
Cloud Engineer,Ahmedabad,2,4.5,23,1,26.57
AI Engineer,Delhi,2,0.4,14,6,17.18
Cybersecurity Analyst,Hyderabad,3,4.9,17,8,27.88
Frontend Developer,Mumbai,3,0.7,9,0,12.53
Backend Developer,Mumbai,2,1.5,12,2,12.18
Cybersecurity Analyst,Remote,3,1.1,5,2,13.15
Cloud Engineer,Kolkata,4,0.3,19,6,16.43
Software Engineer,Mumbai,3,3.5,22,1,20.57
Data Analyst,Kolkata,2,3.2,16,6,18.06
Data Analyst,Pune,4,2.5,24,5,15.08
Cybersecurity Analyst,Delhi,2,4.0,14,5,21.19
ML Engineer,Pune,2,3.1,11,2,17.86
DevOps Engineer,Hyderabad,3,0.6,7,5,16.26
Data Analyst,Ahmedabad,2,0.1,18,4,11.56
ML Engineer,Hyderabad,0,0.7,14,1,10.89
Backend Developer,Kolkata,3,5.5,17,4,20.4
Full Stack Developer,Hyderabad,1,1.9,6,3,12.87
Cybersecurity Analyst,Kolkata,3,6.6,9,7,27.37
Data Analyst,Kolkata,2,3.5,6,4,18.75
Software Engineer,Hyderabad,2,0.1,7,3,10.15
DevOps Engineer,Mumbai,4,1.6,12,4,15.61
DevOps Engineer,Delhi,2,4.7,20,4,22.19
ML Engineer,US Remote,1,0.4,7,2,37.99
Cybersecurity Analyst,Chennai,2,2.5,23,6,18.02
Data Analyst,Bangalore,0,0.4,10,4,9.15
Cybersecurity Analyst,Chennai,2,0.0,21,6,15.29
Frontend Developer,Hyderabad,2,1.0,15,9,12.89
ML Engineer,Mumbai,2,3.1,20,4,24.33
Full Stack Developer,Pune,2,1.2,22,3,13.29
Cybersecurity Analyst,Pune,2,1.0,24,1,11.97
Data Analyst,Bangalore,3,14.2,5,9,38.95
Full Stack Developer,Chennai,2,1.5,18,2,16.33
Cloud Engineer,Ahmedabad,2,0.3,10,5,13.05
DevOps Engineer,US Remote,1,5.9,6,5,37.8
Cloud Engineer,Ahmedabad,2,1.9,22,4,15.02
Full Stack Developer,Delhi,2,2.1,22,10,19.6
Data Analyst,Hyderabad,2,4.6,7,2,20.36
Cybersecurity Analyst,US Remote,0,4.3,12,1,38.61
Cloud Engineer,Bangalore,2,4.4,24,6,26.72
AI Engineer,Pune,3,0.9,5,5,19.45
Data Analyst,Chennai,2,4.4,12,7,15.91
Backend Developer,Pune,3,0.3,8,3,8.85
Full Stack Developer,Chennai,2,1.0,24,4,12.55
ML Engineer,Remote,3,0.6,19,4,21.97
AI Engineer,US Remote,1,1.1,11,1,38.31
Cloud Engineer,Mumbai,2,3.4,19,3,23.67
Cloud Engineer,Hyderabad,0,1.9,18,3,20.67
Cybersecurity Analyst,Ahmedabad,3,1.6,18,5,16.57
Cloud Engineer,Bangalore,1,1.2,20,4,17.77
Cybersecurity Analyst,Pune,2,1.1,13,6,14.72
Data Analyst,Chennai,2,2.1,14,5,13.77
Cloud Engineer,Remote,2,0.6,18,5,17.91
Cloud Engineer,Remote,1,5.5,5,9,21.75
Frontend Developer,Mumbai,1,8.9,15,6,26.42
Data Analyst,Delhi,2,7.9,8,6,25.41
Frontend Developer,Hyderabad,2,9.5,5,6,25.33
Software Engineer,Bangalore,0,1.8,24,3,16.68
Cloud Engineer,Mumbai,3,0.6,7,2,14.3
AI Engineer,Mumbai,2,2.4,23,5,26.99
Backend Developer,Delhi,2,4.1,9,8,20.59
Cybersecurity Analyst,Pune,3,16.5,17,7,43.81
Backend Developer,Ahmedabad,1,2.8,7,5,13.74
Full Stack Developer,Hyderabad,2,0.1,16,1,14.49
Software Engineer,Chennai,3,1.6,11,4,10.22
ML Engineer,Ahmedabad,2,5.0,22,1,18.19
ML Engineer,Bangalore,2,2.3,12,6,21.19
AI Engineer,US Remote,2,0.3,5,3,43.3
Full Stack Developer,Bangalore,2,3.4,21,1,15.12
ML Engineer,Delhi,2,1.2,23,3,19.15
Data Analyst,US Remote,2,1.7,18,4,30.12
Data Analyst,US Remote,3,5.2,22,4,34.29
Backend Developer,Delhi,3,3.8,20,2,22.87
Cloud Engineer,Ahmedabad,2,1.1,7,4,15.87
Cybersecurity Analyst,Ahmedabad,2,4.2,19,3,22.14
Data Analyst,Kolkata,3,3.5,19,8,18.1
Frontend Developer,US Remote,1,4.0,18,10,39.31
Full Stack Developer,Pune,2,1.0,24,4,14.15
Cybersecurity Analyst,Kolkata,0,1.3,5,3,9.53
Software Engineer,Pune,2,4.7,15,5,17.74
DevOps Engineer,Delhi,2,3.6,23,3,19.55
Backend Developer,Hyderabad,1,1.9,16,4,16.75
ML Engineer,US Remote,2,2.9,21,2,46.62
Cloud Engineer,Mumbai,2,1.6,15,1,18.15
Cybersecurity Analyst,Delhi,3,3.0,21,7,17.32
Cloud Engineer,Kolkata,2,11.9,19,8,29.38
ML Engineer,Ahmedabad,2,0.9,19,3,14.34
Full Stack Developer,Pune,2,3.1,13,4,16.76
Data Analyst,Chennai,2,0.7,5,3,8.12
Data Analyst,Remote,2,0.5,22,2,12.17
Software Engineer,Remote,1,3.2,24,4,14.82
AI Engineer,Hyderabad,2,4.2,17,3,24.53
Frontend Developer,US Remote,4,4.2,22,4,30.44
ML Engineer,Delhi,2,5.5,6,8,24.49
Full Stack Developer,Mumbai,3,3.3,16,3,19.53
Full Stack Developer,Delhi,2,3.4,24,3,20.2
ML Engineer,Bangalore,3,1.9,22,3,17.58
Backend Developer,Kolkata,2,3.7,12,2,18.76
Cloud Engineer,US Remote,2,0.1,13,5,37.49
ML Engineer,Pune,2,2.1,24,4,18.97
DevOps Engineer,Remote,3,4.2,8,3,21.11
AI Engineer,Chennai,4,0.3,22,4,19.22
Backend Developer,Kolkata,2,0.8,23,9,15.55
DevOps Engineer,Ahmedabad,2,2.0,21,2,14.52
Data Analyst,Ahmedabad,3,6.7,9,7,25.04
Frontend Developer,Bangalore,3,3.3,24,4,22.32
Software Engineer,Ahmedabad,2,1.9,8,3,13.06
Cybersecurity Analyst,Remote,3,4.2,12,3,20.03
AI Engineer,Hyderabad,2,1.9,9,4,21.96
DevOps Engineer,Delhi,2,1.5,13,4,17.66
Backend Developer,Mumbai,2,7.8,24,4,28.93
DevOps Engineer,Kolkata,4,0.2,21,3,15.24
AI Engineer,Delhi,2,0.9,9,2,13.95
Data Analyst,Mumbai,2,0.3,23,2,15.13
Backend Developer,Pune,1,0.8,9,3,9.7
Cybersecurity Analyst,Bangalore,2,0.1,15,3,13.4
ML Engineer,Pune,3,0.8,14,2,14.76
Data Analyst,Pune,2,0.7,22,4,11.0
DevOps Engineer,Delhi,2,2.0,23,5,19.62
DevOps Engineer,Delhi,3,1.6,5,3,14.38
Full Stack Developer,Remote,2,0.5,12,5,14.89
Cloud Engineer,Chennai,3,0.2,11,4,17.81
Frontend Developer,Delhi,2,2.0,6,6,12.46
AI Engineer,US Remote,4,0.4,5,2,41.0
Software Engineer,Ahmedabad,2,1.6,24,5,15.26
ML Engineer,Remote,0,2.6,17,2,15.24
Software Engineer,US Remote,2,2.5,24,2,37.68
Frontend Developer,Hyderabad,3,2.1,5,1,12.59
Software Engineer,Hyderabad,4,0.3,16,3,16.12
Cloud Engineer,US Remote,2,1.3,21,4,42.29
Full Stack Developer,Pune,1,1.3,23,7,16.0
Data Analyst,Kolkata,3,3.2,20,0,15.46
Software Engineer,Mumbai,3,4.8,18,4,20.25
Software Engineer,Mumbai,2,1.7,13,5,7.48
Data Analyst,Kolkata,1,0.2,19,4,6.52
Cybersecurity Analyst,Ahmedabad,3,0.7,17,2,14.47
Full Stack Developer,Chennai,2,0.3,11,7,12.94
Data Analyst,Remote,2,2.3,21,4,14.58
Frontend Developer,Chennai,3,4.6,23,5,20.99
Full Stack Developer,Mumbai,2,1.6,21,1,15.2
Frontend Developer,Pune,2,3.1,18,4,17.23
ML Engineer,Ahmedabad,2,2.4,24,3,19.07
Frontend Developer,Delhi,2,3.6,24,4,19.5
Cloud Engineer,Remote,2,0.8,6,4,16.08
ML Engineer,Kolkata,1,0.1,18,5,14.15
DevOps Engineer,US Remote,1,1.6,9,4,32.09
Backend Developer,Chennai,4,1.0,16,2,15.71
ML Engineer,Kolkata,2,0.7,23,5,15.94
ML Engineer,Delhi,2,2.1,6,1,13.7
Data Analyst,Ahmedabad,2,4.6,19,1,20.17
Full Stack Developer,Remote,1,0.3,15,0,10.49
Software Engineer,Chennai,2,4.9,24,4,23.85
Backend Developer,US Remote,3,1.7,19,6,34.29
Cloud Engineer,Mumbai,2,4.4,14,4,22.14
Software Engineer,Hyderabad,2,1.0,7,5,14.27
Full Stack Developer,Remote,3,0.8,24,3,15.1
Cloud Engineer,Pune,2,0.4,12,6,15.71
DevOps Engineer,Chennai,2,0.3,21,1,11.81
AI Engineer,Chennai,2,0.2,18,4,18.05
Software Engineer,US Remote,2,2.6,19,3,38.01
Software Engineer,Delhi,2,2.1,22,2,16.37
DevOps Engineer,Mumbai,2,6.7,20,4,25.46
Full Stack Developer,Delhi,2,0.9,22,4,18.82
AI Engineer,Hyderabad,2,0.3,13,2,14.89
Software Engineer,Hyderabad,3,0.2,17,4,14.54
Software Engineer,US Remote,2,1.9,9,0,26.76
Data Analyst,Pune,1,2.2,8,5,10.95
AI Engineer,Chennai,2,1.2,18,2,17.52
Frontend Developer,Remote,1,1.7,21,3,15.44
Full Stack Developer,Bangalore,2,0.0,13,2,10.56
Cloud Engineer,US Remote,2,0.3,5,6,37.13
Cybersecurity Analyst,Bangalore,2,2.8,16,1,19.29
ML Engineer,Hyderabad,3,0.1,15,5,14.09
Frontend Developer,Chennai,3,4.0,19,5,18.07
AI Engineer,Remote,3,0.0,11,3,16.74
Frontend Developer,Pune,2,2.8,18,3,17.12
ML Engineer,Kolkata,1,4.9,14,4,24.72
DevOps Engineer,Hyderabad,3,0.1,8,5,13.23
Frontend Developer,Bangalore,2,0.4,23,1,11.87
Cloud Engineer,US Remote,2,6.1,8,7,50.96
Cloud Engineer,Chennai,2,5.8,21,1,26.11
Cloud Engineer,Chennai,3,0.9,5,1,14.69
Backend Developer,Ahmedabad,2,4.4,22,6,20.59
Frontend Developer,Mumbai,2,4.5,24,1,18.6
Cloud Engineer,Hyderabad,1,0.9,14,1,12.57
Software Engineer,Ahmedabad,1,4.5,11,4,19.55
AI Engineer,Hyderabad,2,1.5,20,5,20.67
Full Stack Developer,Chennai,2,0.0,10,0,8.39
Data Analyst,Chennai,2,4.5,12,3,17.69
Full Stack Developer,Remote,3,1.3,24,3,13.2
DevOps Engineer,Delhi,3,0.3,6,5,16.12
Cybersecurity Analyst,Ahmedabad,4,4.0,12,6,23.72
Backend Developer,Bangalore,3,9.9,18,7,31.74
DevOps Engineer,Ahmedabad,2,0.3,15,2,12.48
Data Analyst,US Remote,4,2.0,21,4,27.36
Software Engineer,Ahmedabad,2,1.7,12,6,13.87
Backend Developer,Mumbai,2,1.0,11,4,12.9
Cloud Engineer,Bangalore,2,1.3,22,2,14.49
Backend Developer,Hyderabad,2,4.3,7,6,17.98
DevOps Engineer,Chennai,2,2.1,10,3,20.16
Data Analyst,US Remote,1,6.3,22,4,31.01
ML Engineer,Bangalore,2,0.8,15,1,17.57
Software Engineer,Bangalore,3,0.2,22,4,13.86
ML Engineer,Remote,2,5.9,23,4,23.53
AI Engineer,Kolkata,2,2.5,20,7,22.4
Data Analyst,Ahmedabad,4,3.9,21,2,19.18
ML Engineer,Remote,2,0.1,7,4,11.59
ML Engineer,US Remote,3,0.3,11,2,34.91
Backend Developer,Ahmedabad,4,3.2,23,3,19.31
Backend Developer,Ahmedabad,2,1.9,18,4,16.89
Software Engineer,Hyderabad,3,5.3,11,5,21.83
Full Stack Developer,US Remote,0,1.1,14,4,33.78
Full Stack Developer,Mumbai,2,1.1,14,1,14.84
Backend Developer,Pune,3,2.9,7,4,18.34
ML Engineer,Mumbai,1,0.6,22,5,15.23
Software Engineer,Hyderabad,3,2.4,8,8,15.08
AI Engineer,Bangalore,2,1.6,14,2,17.29
Full Stack Developer,Bangalore,2,1.0,24,3,17.9
ML Engineer,Chennai,2,7.1,7,12,30.69
Full Stack Developer,Kolkata,2,2.9,14,5,18.12
DevOps Engineer,Chennai,0,0.2,8,1,8.38
Data Analyst,US Remote,2,3.8,10,4,35.51
Full Stack Developer,US Remote,3,1.6,8,3,24.83
Cybersecurity Analyst,Hyderabad,2,1.1,22,3,16.4
Cybersecurity Analyst,Delhi,2,1.9,7,5,16.18
ML Engineer,Delhi,3,11.6,24,6,37.54
Frontend Developer,Ahmedabad,2,4.8,21,1,22.62
Cloud Engineer,US Remote,4,1.6,13,6,39.97
DevOps Engineer,Bangalore,2,2.9,8,5,17.18
AI Engineer,Remote,2,3.1,15,3,17.46
Full Stack Developer,Hyderabad,1,3.7,21,3,19.92
ML Engineer,Delhi,3,6.7,17,4,25.45
Cloud Engineer,US Remote,3,0.1,9,1,34.76
Data Analyst,Ahmedabad,2,0.9,12,6,12.23
AI Engineer,Bangalore,2,4.2,18,3,26.3
Data Analyst,Kolkata,2,2.2,16,2,13.83
Frontend Developer,Bangalore,3,7.2,15,2,25.35
Backend Developer,Hyderabad,3,0.3,16,0,12.62
Full Stack Developer,Ahmedabad,2,2.8,23,5,19.78
AI Engineer,Mumbai,0,0.1,11,1,11.78
DevOps Engineer,Hyderabad,1,0.3,21,3,13.36
Data Analyst,Pune,2,1.4,19,3,14.71
Backend Developer,US Remote,2,1.5,13,8,28.44
Data Analyst,Remote,1,3.1,5,3,11.96
Cybersecurity Analyst,Pune,2,2.1,6,4,10.65
Cloud Engineer,Mumbai,2,1.1,7,4,14.44
ML Engineer,Bangalore,2,0.2,10,3,13.16
AI Engineer,Ahmedabad,2,0.4,9,2,12.79
Full Stack Developer,Mumbai,3,1.9,9,1,12.47
AI Engineer,Delhi,2,0.1,17,4,15.46
Cybersecurity Analyst,Pune,3,3.0,5,8,14.56
Cybersecurity Analyst,Chennai,3,0.4,7,5,12.41
Cybersecurity Analyst,Remote,4,0.8,6,4,12.57
Full Stack Developer,Mumbai,2,2.9,20,3,19.7
ML Engineer,Ahmedabad,3,2.4,17,8,18.57
Cybersecurity Analyst,Remote,3,1.6,21,3,13.41
Data Analyst,Hyderabad,3,1.2,24,3,12.07
Data Analyst,US Remote,1,12.1,18,8,47.94
Software Engineer,Bangalore,2,7.9,22,5,26.43
Software Engineer,Kolkata,2,6.7,12,4,24.43
DevOps Engineer,Remote,2,3.9,9,4,22.54
Cybersecurity Analyst,Chennai,3,0.7,12,2,12.69
Frontend Developer,Mumbai,2,0.0,20,0,9.36
ML Engineer,Pune,2,2.4,16,4,18.0
Frontend Developer,Ahmedabad,2,1.7,23,2,13.24
Frontend Developer,Delhi,2,4.3,11,5,19.03
Cybersecurity Analyst,Ahmedabad,2,0.2,16,3,13.25
Frontend Developer,Kolkata,2,0.8,24,4,9.56
Cloud Engineer,US Remote,3,0.9,20,6,36.4
DevOps Engineer,Remote,2,4.2,17,2,19.74
Cybersecurity Analyst,Pune,2,0.5,5,2,11.59
Software Engineer,Hyderabad,3,4.8,13,7,26.39
DevOps Engineer,Hyderabad,3,1.0,6,4,18.11
Cloud Engineer,Kolkata,3,2.8,24,4,18.2
Backend Developer,Pune,0,1.0,20,6,11.79
ML Engineer,Hyderabad,2,1.8,21,4,20.96
DevOps Engineer,US Remote,2,2.2,24,3,43.22
AI Engineer,Remote,3,3.2,24,2,23.15
Full Stack Developer,Chennai,2,1.4,8,3,13.74
AI Engineer,Mumbai,3,8.0,19,4,30.36
Cybersecurity Analyst,Delhi,2,1.0,12,1,13.49
Full Stack Developer,Pune,3,4.2,15,3,22.74
Cybersecurity Analyst,Bangalore,2,3.5,24,2,14.18
Backend Developer,Bangalore,2,2.3,23,5,17.8
Data Analyst,Chennai,1,3.9,24,0,19.04
Cybersecurity Analyst,Kolkata,0,1.2,22,3,10.4
Full Stack Developer,Delhi,2,0.3,6,1,11.27
Cloud Engineer,Delhi,2,3.7,19,1,22.11
ML Engineer,Kolkata,2,6.9,10,6,21.22
Software Engineer,Mumbai,3,7.8,15,4,25.33
Backend Developer,Kolkata,3,0.6,10,3,8.62
ML Engineer,US Remote,2,1.0,9,4,33.95
Backend Developer,US Remote,2,3.6,9,3,29.05
Cloud Engineer,US Remote,4,0.3,5,4,35.77
DevOps Engineer,Hyderabad,2,0.5,18,5,14.71
Data Analyst,Hyderabad,2,0.1,7,2,10.66
Cloud Engineer,US Remote,0,4.5,22,6,29.52
Software Engineer,Chennai,2,0.5,24,2,12.64
ML Engineer,Delhi,3,0.5,12,6,16.18
AI Engineer,Pune,2,2.0,19,6,20.5
Software Engineer,US Remote,2,1.3,6,3,30.81
Cloud Engineer,US Remote,2,3.3,10,8,42.17
AI Engineer,Bangalore,3,5.8,11,4,26.02
Full Stack Developer,Ahmedabad,2,3.9,21,5,22.67
Backend Developer,Hyderabad,2,1.3,16,1,10.87
ML Engineer,Ahmedabad,2,3.7,23,4,18.93
Cybersecurity Analyst,Delhi,3,0.1,24,4,9.16
Full Stack Developer,Remote,3,0.0,9,2,11.0
Software Engineer,Pune,2,2.1,10,4,15.24
Full Stack Developer,Remote,3,3.0,15,8,19.6
ML Engineer,Delhi,4,1.2,6,5,14.91
AI Engineer,Pune,1,3.3,17,6,21.74
Cloud Engineer,Pune,2,2.4,19,4,21.65
ML Engineer,Pune,1,5.9,13,6,19.27
Data Analyst,Delhi,0,1.9,14,2,8.89
Cybersecurity Analyst,Remote,2,1.2,7,4,13.77
DevOps Engineer,Chennai,2,0.1,8,2,10.3
Software Engineer,Chennai,2,2.4,23,6,13.95
Full Stack Developer,Kolkata,2,7.3,17,8,22.0
ML Engineer,Bangalore,1,1.6,18,4,17.57
Data Analyst,Hyderabad,2,0.5,23,11,14.6
DevOps Engineer,Ahmedabad,3,2.8,6,2,12.99
AI Engineer,Ahmedabad,3,0.6,11,5,14.4
Backend Developer,Bangalore,2,1.4,11,4,14.33
Backend Developer,Delhi,3,7.8,14,5,25.56
DevOps Engineer,Bangalore,2,0.9,21,5,15.64
AI Engineer,Remote,2,0.8,15,4,21.35
Cloud Engineer,Kolkata,2,0.4,12,5,13.62
ML Engineer,Chennai,2,5.4,5,9,18.65
Software Engineer,US Remote,1,0.6,12,5,27.51
Full Stack Developer,Delhi,3,0.4,21,4,11.07
Frontend Developer,Delhi,3,1.2,5,4,9.78
Cloud Engineer,US Remote,2,2.5,16,3,37.87
Cybersecurity Analyst,Pune,2,1.8,16,4,12.65
DevOps Engineer,Ahmedabad,2,0.9,6,6,12.95
Software Engineer,Delhi,3,0.7,13,2,12.25
Full Stack Developer,Ahmedabad,1,0.0,10,4,12.53
DevOps Engineer,Kolkata,2,3.1,19,6,21.4
Backend Developer,Chennai,3,3.3,24,6,15.31
Software Engineer,Chennai,4,2.6,6,7,19.59
AI Engineer,Remote,2,2.3,19,3,20.44
DevOps Engineer,Pune,2,5.4,12,2,22.61
Cybersecurity Analyst,Bangalore,2,2.6,6,2,16.29
Software Engineer,Delhi,2,6.5,15,6,26.11
Software Engineer,Chennai,2,1.4,18,3,15.21
Frontend Developer,Hyderabad,1,1.3,6,1,12.43
Cloud Engineer,Hyderabad,2,3.4,9,3,17.05
AI Engineer,Chennai,2,5.4,17,2,23.22
Full Stack Developer,Remote,3,3.9,21,2,18.69
ML Engineer,Kolkata,2,1.1,7,3,13.5
Backend Developer,Delhi,2,0.2,7,2,10.75
ML Engineer,Pune,2,0.6,13,5,13.7
Full Stack Developer,Chennai,2,0.6,19,7,14.94
DevOps Engineer,Remote,3,0.1,14,3,18.28
Cloud Engineer,Pune,2,0.4,13,2,15.01
Software Engineer,Chennai,2,5.1,19,4,21.21
ML Engineer,Pune,2,5.4,24,6,24.23
Cybersecurity Analyst,Remote,1,3.8,11,7,19.82
ML Engineer,Chennai,3,0.4,19,5,19.35
Frontend Developer,Ahmedabad,0,0.5,14,10,9.89
AI Engineer,US Remote,2,2.4,17,3,40.69
AI Engineer,Delhi,2,2.3,8,4,21.42
Software Engineer,Remote,2,1.9,19,6,18.08
