education,cgpa,experience,projects,internships,skills_count,frontend_skills,backend_skills,database_skills,cloud_skills,ml_skills,certifications,has_github,has_linkedin,resume_score,readiness_level
3,9.04,15.0,4,1,16,3,4,2,2,1,1,1,1,98.0,3
2,8.79,0.6,2,0,16,3,5,2,1,1,4,0,0,91.9,3
3,9.44,2.0,7,1,14,3,2,2,1,2,1,1,0,77.6,3
3,7.73,3.3,1,2,19,3,6,3,2,1,0,0,0,77.8,3
2,8.1,4.8,2,0,16,3,6,3,1,1,0,0,0,89.7,3
3,7.56,2.3,3,0,12,2,3,2,1,2,2,0,0,57.7,2
3,8.78,1.4,5,3,17,6,3,3,2,0,1,1,1,73.5,3
2,7.72,0.6,3,0,15,1,1,2,2,7,1,0,0,73.4,1
3,7.14,1.9,3,4,15,7,2,2,1,0,0,0,1,72.5,3
2,7.65,1.2,2,2,12,0,1,1,5,1,0,1,1,78.2,1
3,8.39,4.4,4,0,17,4,3,3,2,1,1,1,1,94.0,2
3,9.51,0.7,4,2,13,1,1,2,1,5,2,1,1,68.7,3
2,7.4,0.4,0,0,11,1,1,1,7,0,5,1,1,56.9,1
3,7.26,2.5,2,2,14,4,5,2,2,0,0,0,1,60.1,2
3,9.66,2.1,3,1,16,5,4,2,1,1,1,1,1,81.6,3
2,6.92,2.0,3,2,17,3,6,4,1,0,4,1,1,84.2,3
2,6.53,0.3,2,0,14,3,3,2,2,1,1,1,1,69.3,1
3,7.18,0.5,2,4,10,6,1,1,0,0,0,1,1,70.4,2
2,7.53,0.3,0,2,14,9,1,2,0,0,0,0,1,75.1,0
2,8.31,1.5,3,1,15,3,7,2,1,0,3,0,1,84.0,2
1,8.37,3.4,5,0,12,7,0,2,0,0,2,1,1,84.3,2
2,7.82,8.8,2,2,15,1,2,2,6,0,4,1,1,98.0,3
2,8.25,2.8,2,1,14,8,1,2,0,0,1,1,0,98.0,2
2,10.0,5.3,2,3,16,3,4,4,3,1,0,0,1,98.0,3
3,8.93,0.1,2,1,14,2,3,2,2,2,1,1,1,58.6,2
2,6.69,3.5,5,2,11,2,3,2,2,1,1,1,1,88.6,3
2,7.9,5.6,5,1,14,4,3,2,1,1,2,0,1,98.0,3
2,7.44,2.2,4,1,13,4,4,2,2,0,1,1,1,62.0,3
3,8.56,1.5,4,2,15,3,4,3,2,0,3,1,1,61.4,3
2,8.4,1.6,2,3,15,2,7,2,2,1,2,1,1,80.4,2
2,7.22,3.0,6,3,17,9,2,2,1,0,1,1,0,82.5,3
2,7.01,0.0,1,1,15,7,2,2,0,0,2,0,1,58.0,2
3,7.77,0.4,1,1,13,3,4,2,2,1,3,1,1,73.2,2
3,8.83,0.7,1,1,14,1,3,2,4,0,0,1,1,76.8,2
3,6.15,2.8,4,2,17,1,6,3,3,1,2,0,1,88.8,3
2,7.45,3.7,5,3,14,4,2,2,1,2,0,0,0,95.5,3
3,9.99,0.8,2,1,17,0,1,4,2,8,2,1,1,59.2,3
2,7.77,2.7,4,1,15,1,7,3,2,1,2,1,0,98.0,3
2,6.15,4.8,2,5,11,3,2,2,2,1,0,1,0,76.4,3
2,8.8,0.3,4,1,12,4,3,2,2,0,3,0,1,55.2,3
3,9.9,1.1,1,0,17,1,6,4,2,1,0,1,1,72.8,2
3,8.76,0.2,3,0,11,1,1,2,6,0,3,1,0,91.7,1
3,7.87,0.4,3,4,14,4,3,1,1,2,0,1,1,65.9,3
2,7.47,1.0,1,3,15,5,5,2,1,1,1,0,1,76.0,2
2,10.0,1.4,3,2,13,3,4,3,1,1,0,1,1,69.4,3
2,8.03,0.8,2,2,19,6,4,3,1,1,1,1,1,89.3,2
2,7.6,0.3,3,1,16,0,2,3,1,8,1,1,0,64.7,2
2,8.86,0.9,5,0,15,6,3,2,1,0,0,0,0,87.6,2
2,6.73,1.1,2,0,17,5,4,2,2,0,1,0,1,70.3,2
0,8.16,1.2,2,0,17,1,1,2,1,8,1,0,1,79.0,1
2,8.0,0.2,3,0,13,1,3,2,4,1,1,0,1,73.7,1
0,5.92,1.7,1,1,12,1,1,2,7,0,0,0,0,58.2,1
2,8.52,1.9,3,1,12,7,2,1,1,0,3,1,0,69.5,2
3,9.1,0.0,1,2,15,1,2,2,5,1,1,1,1,71.5,2
2,7.24,0.5,1,3,21,3,7,4,2,1,2,0,0,75.4,2
3,9.1,0.8,1,2,14,3,3,2,1,2,2,1,0,69.0,2
2,8.69,0.3,0,1,14,1,6,2,3,1,0,0,1,88.3,1
1,6.81,0.2,5,1,12,6,1,1,0,0,0,1,1,72.9,2
2,9.05,6.6,3,1,14,3,5,2,1,1,3,1,0,95.0,3
3,7.94,0.6,1,6,16,4,2,2,2,2,3,0,1,73.2,3
1,7.26,3.3,0,0,15,3,5,2,2,0,1,1,1,60.2,3
2,7.4,0.6,3,3,11,0,1,1,6,0,1,1,1,75.3,2
3,10.0,0.4,1,2,17,1,1,4,2,6,2,1,1,69.8,3
3,9.2,3.4,6,0,10,6,0,1,1,0,1,0,1,91.1,2
1,6.9,0.7,3,2,15,2,5,3,3,1,1,1,1,80.5,2
2,8.43,7.5,2,3,20,1,1,4,2,8,3,1,1,98.0,3
1,7.88,0.1,1,2,14,4,2,2,2,2,0,0,0,88.7,1
2,8.1,0.9,2,2,15,3,4,4,1,1,2,1,1,80.4,3
3,9.14,1.9,0,2,13,9,0,1,0,0,1,1,1,95.1,2
3,7.45,0.6,1,3,17,4,3,2,2,2,1,0,1,97.0,2
1,7.92,1.2,4,1,10,5,0,1,0,0,0,0,1,75.1,1
2,8.26,2.3,4,0,14,7,2,2,0,0,2,0,1,79.8,3
0,4.63,3.4,4,0,12,2,3,2,1,2,1,1,1,84.4,2
2,9.27,2.5,2,0,17,1,1,3,1,8,1,1,1,82.5,3
3,8.32,0.9,3,2,14,4,4,2,2,0,0,1,1,72.7,2
2,7.97,5.1,4,1,18,0,2,3,2,8,3,1,1,83.7,3
3,7.75,1.7,4,0,17,6,4,2,1,1,2,1,1,68.1,3
2,8.68,0.6,1,2,13,0,2,4,1,5,1,1,1,74.1,2
2,8.07,1.2,3,1,10,6,0,2,0,0,3,1,1,54.4,2
2,8.55,0.5,2,1,15,1,1,3,2,4,1,1,1,91.1,2
1,7.75,0.0,1,0,11,4,1,2,1,0,1,1,1,65.7,1
3,9.09,6.2,5,0,14,1,4,2,2,1,0,1,0,98.0,3
2,5.58,2.1,4,6,14,1,7,4,1,0,3,1,1,74.0,3
2,8.6,1.4,3,0,11,4,3,1,1,1,0,0,0,68.2,2
2,7.53,1.0,0,3,15,3,5,2,1,1,3,1,1,78.2,2
2,9.48,2.8,2,2,13,4,2,2,1,1,0,1,1,69.4,2
3,7.73,7.1,5,0,15,4,3,1,2,1,3,1,0,85.2,3
3,7.01,6.0,5,3,19,6,3,3,2,1,3,1,0,95.0,3
2,7.84,4.7,1,1,12,1,6,2,1,0,3,0,1,98.0,2
4,9.29,0.8,3,2,11,1,5,2,1,1,4,1,0,75.6,2
2,7.63,0.3,2,3,13,0,3,1,7,1,3,1,1,72.3,2
2,9.71,1.2,2,3,11,4,2,2,1,0,1,0,1,68.3,2
2,8.98,1.9,4,1,10,7,0,1,1,0,0,1,1,49.2,1
2,9.7,0.2,0,1,12,0,3,1,7,0,2,1,1,64.1,2
2,7.23,5.1,0,0,21,3,7,4,2,1,1,1,1,98.0,2
2,8.04,5.8,4,3,13,8,2,1,1,0,1,1,1,71.0,3
2,9.42,0.2,2,2,13,1,2,2,7,0,0,0,1,64.0,1
3,9.41,8.6,6,1,10,4,2,1,1,1,3,0,1,94.2,3
2,9.89,2.1,2,0,18,2,7,4,1,1,3,1,1,77.5,3
3,7.71,7.8,10,2,18,2,6,4,2,0,5,0,0,98.0,3
1,8.03,7.0,1,1,17,3,4,4,2,0,1,1,1,78.4,3
2,8.81,4.7,6,2,16,1,2,2,2,5,2,0,0,98.0,3
2,9.02,0.9,3,1,14,5,5,2,1,0,1,1,1,93.6,2
1,9.09,0.8,1,0,11,7,2,1,0,0,1,1,1,66.1,1
4,10.0,0.6,3,0,10,3,2,1,1,2,1,1,1,60.9,2
3,9.15,3.4,3,2,14,4,2,1,2,1,1,0,0,93.3,3
2,8.35,4.9,4,2,16,5,5,2,1,0,0,1,1,75.1,3
2,7.4,3.3,3,0,11,7,2,1,0,0,3,1,1,66.8,2
2,7.99,1.5,0,3,12,6,0,1,1,0,3,0,0,64.7,2
2,7.29,7.2,4,1,15,9,2,1,1,0,1,1,0,98.0,3
3,8.96,1.8,2,2,15,0,2,3,2,7,2,0,0,87.6,3
2,7.0,0.6,3,0,15,4,2,2,2,2,1,1,1,81.0,2
2,8.22,1.9,4,1,16,6,3,2,2,0,3,1,1,69.2,2
1,5.82,0.6,0,3,14,8,2,2,0,0,1,1,1,70.4,1
2,8.57,3.6,4,1,15,5,5,2,1,0,1,1,1,78.7,3
3,9.53,0.8,1,6,15,1,1,4,1,4,1,0,1,88.2,2
2,7.45,9.3,4,1,15,4,2,2,1,2,2,1,0,92.4,3
2,8.33,1.0,2,1,11,3,3,2,1,0,2,1,0,57.9,2
2,9.47,8.0,6,2,13,3,3,1,2,2,2,1,0,84.7,3
2,7.91,8.3,3,0,14,4,3,1,1,2,1,1,0,98.0,3
2,6.67,1.1,0,1,12,0,1,2,6,1,1,1,1,76.5,2
3,7.52,1.8,5,4,14,0,1,4,2,6,3,1,1,72.1,3
3,7.62,1.8,2,2,12,3,3,1,1,2,1,1,0,71.7,2
1,5.55,2.2,3,1,12,4,2,2,2,1,0,1,1,74.1,2
3,9.3,1.8,0,2,9,2,2,1,1,2,2,1,1,74.9,2
2,7.87,0.9,1,3,12,4,3,3,1,0,1,1,1,73.2,2
4,8.52,3.8,3,0,8,0,1,1,4,1,1,0,0,78.8,2
1,7.44,2.6,4,2,10,1,4,2,1,0,0,1,1,73.7,3
2,10.0,1.2,1,2,17,5,5,2,2,1,4,1,1,98.0,2
2,10.0,0.5,2,2,16,4,3,1,2,2,2,0,1,77.6,2
0,8.72,1.9,2,1,16,5,3,2,1,1,2,0,1,79.8,2
3,8.1,0.1,3,0,14,5,3,2,2,0,1,0,0,67.7,1
3,8.57,0.3,1,2,19,6,5,3,2,1,3,1,1,78.7,3
2,8.17,0.1,0,2,12,1,4,2,3,1,2,0,0,64.7,2
2,5.35,1.2,3,0,15,1,2,3,1,4,0,1,0,75.8,1
1,7.71,0.6,2,0,15,2,6,3,1,1,1,0,1,74.3,2
2,8.61,4.8,5,1,11,8,0,1,1,0,2,0,1,92.3,3
2,7.09,4.5,2,3,16,5,5,3,1,0,1,1,0,94.9,3
3,7.85,2.3,2,1,12,3,3,2,2,1,1,1,1,79.4,3
3,7.66,3.5,3,2,13,4,2,2,1,2,0,0,1,90.1,2
3,10.0,7.8,4,3,16,5,5,3,1,0,0,0,1,94.5,3
2,9.36,0.5,2,0,18,5,5,3,2,0,1,1,1,82.4,2
3,9.57,0.3,1,6,15,0,2,2,1,8,5,1,1,74.0,3
0,7.28,0.8,1,2,15,1,2,1,7,1,2,1,0,78.6,2
2,8.62,7.7,7,1,14,3,2,1,2,2,1,0,1,98.0,3
2,6.46,4.4,6,1,13,3,4,2,1,1,2,1,0,85.3,2
2,7.36,0.2,2,2,13,4,3,2,1,1,1,1,1,61.9,2
2,7.8,4.3,3,2,13,8,0,2,0,0,1,1,1,83.6,1
2,8.56,0.5,4,0,17,1,1,3,1,7,0,1,1,69.4,2
3,7.57,2.3,2,0,11,0,1,3,1,4,1,0,1,65.0,1
2,8.34,2.8,3,1,15,1,3,2,4,1,0,1,0,84.6,1
2,9.33,4.0,5,4,17,5,3,2,2,1,1,0,0,81.2,3
3,9.13,5.1,1,1,11,2,2,2,1,1,0,1,1,98.0,2
4,6.16,3.7,2,2,15,8,2,2,0,0,4,1,0,75.1,3
2,7.38,7.5,7,1,18,2,7,4,2,1,3,0,1,98.0,3
2,7.58,3.7,4,1,11,0,2,2,5,1,0,0,1,58.3,2
2,9.55,0.0,1,1,14,0,2,2,1,5,1,1,1,84.0,1
2,8.29,1.6,2,2,11,1,2,2,4,0,2,1,1,64.8,2
2,6.36,0.5,2,1,14,4,3,1,2,2,3,1,1,64.4,2
3,8.44,0.8,1,1,12,3,3,1,2,1,3,1,0,89.3,3
1,6.26,2.8,5,3,13,2,3,1,2,2,1,1,0,80.4,3
2,8.43,0.5,1,0,13,3,2,1,2,1,2,0,1,76.3,2
2,8.78,4.3,4,0,18,6,3,2,2,1,2,0,1,88.0,3
4,7.97,0.3,2,1,13,3,2,2,2,2,1,1,1,51.6,1
2,7.04,0.6,3,1,13,3,4,2,2,0,2,0,0,76.9,1
2,9.15,5.5,1,1,11,3,2,1,1,2,1,0,0,95.1,2
2,7.63,1.2,0,3,9,0,1,2,4,1,1,0,1,76.2,2
3,7.87,2.0,2,2,15,1,2,3,1,5,1,1,0,82.3,3
3,7.48,0.2,0,2,21,3,7,4,3,1,2,0,1,64.6,2
1,7.18,0.4,2,0,14,5,4,2,1,1,1,1,0,68.7,2
2,8.8,13.2,2,3,14,0,1,3,2,5,2,1,1,98.0,3
1,6.5,0.6,3,1,11,3,2,2,1,2,2,1,0,75.5,2
3,7.27,6.1,4,0,16,2,5,4,3,0,2,0,1,92.3,3
2,9.26,2.9,7,4,10,0,2,1,4,1,1,0,1,70.0,3
3,9.91,4.2,4,2,17,3,5,3,2,1,2,1,1,83.5,3
2,8.55,12.3,7,1,21,2,7,4,3,1,3,1,1,98.0,3
2,7.86,4.6,3,0,14,0,2,2,7,0,1,1,1,86.9,2
3,8.53,9.2,5,1,14,3,4,3,1,1,1,1,1,98.0,3
2,7.36,0.9,4,2,13,3,3,1,2,2,4,0,1,64.3,3
2,6.0,0.9,2,0,15,1,2,2,2,4,3,1,0,56.0,2
2,7.93,3.0,2,2,14,5,3,3,1,1,1,1,0,82.9,2
2,8.08,2.1,1,2,9,6,1,1,0,0,1,1,1,75.5,2
2,7.39,3.0,3,5,12,0,2,4,1,4,4,1,1,78.5,3
2,9.43,2.6,0,2,17,4,5,2,1,1,1,0,0,93.6,2
3,8.65,2.8,3,1,15,1,3,2,4,1,6,0,0,77.8,2
3,8.71,4.8,2,1,12,0,2,2,4,0,4,0,1,94.0,3
2,8.64,1.1,5,1,13,2,2,2,2,2,0,0,0,64.2,2
2,9.42,0.8,3,2,14,3,3,2,1,2,2,0,1,56.8,2
2,8.32,10.2,2,1,12,2,3,2,1,1,3,1,0,98.0,3
3,9.74,6.1,6,3,13,3,5,2,2,0,0,1,1,95.9,3
3,6.89,6.5,5,2,14,9,1,2,0,0,1,1,1,96.3,3
2,7.72,7.3,6,2,9,0,1,1,5,1,2,1,0,86.8,3
2,7.44,1.1,4,3,18,3,6,3,2,1,1,0,0,68.3,3
2,9.3,1.7,1,2,15,3,3,1,2,2,2,1,1,51.8,2
2,8.25,2.0,1,3,11,0,1,1,7,0,1,1,1,66.0,2
3,6.75,4.5,2,2,12,4,1,2,1,0,2,1,1,78.8,3
2,7.47,2.0,1,1,16,5,3,3,2,0,0,1,1,63.4,2
2,8.74,4.0,4,3,14,4,2,1,1,2,5,0,0,84.7,3
1,6.09,2.2,2,2,17,4,5,2,2,1,0,0,0,91.0,1
2,8.7,0.1,3,2,16,1,2,4,2,4,0,0,1,76.8,2
2,7.11,5.4,4,2,13,5,2,2,1,0,2,1,1,85.7,3
2,8.0,2.9,0,1,13,1,3,1,6,0,0,1,1,88.5,1
2,8.36,0.2,5,1,13,7,1,2,1,0,5,1,1,67.9,2
2,8.36,1.3,1,1,18,1,2,4,2,8,2,1,0,82.4,2
3,8.26,0.4,5,1,13,1,1,2,7,0,3,1,1,75.2,3
3,7.39,0.9,2,2,17,3,7,2,3,1,1,0,1,75.8,2
2,7.62,0.1,0,1,15,6,4,2,2,0,2,0,1,83.1,3
2,7.56,0.5,2,1,12,4,2,2,2,1,2,1,1,80.3,3
1,8.97,0.4,0,0,14,1,6,2,3,1,5,1,0,66.1,2
2,9.34,2.2,3,3,16,4,4,2,2,1,2,0,1,82.3,3
3,10.0,1.3,2,2,18,3,5,4,3,0,0,1,0,88.9,3
0,8.38,1.6,1,0,15,2,4,4,1,0,0,1,1,78.9,1
3,8.27,4.4,1,3,11,2,3,2,1,1,5,1,1,88.0,2
4,9.91,8.4,3,2,11,2,3,1,1,2,2,1,1,84.3,3
2,7.58,6.5,3,1,15,2,6,3,2,1,1,1,1,90.8,3
2,7.79,2.4,3,2,15,4,3,2,1,1,0,1,1,87.7,2
3,8.22,6.9,3,2,17,6,3,3,1,1,2,1,1,84.9,3
3,7.95,0.9,1,2,12,0,1,1,6,0,2,0,0,90.3,2
2,8.06,0.2,3,5,8,4,0,2,1,0,0,1,1,52.7,2
2,8.79,0.2,4,0,13,5,3,2,1,1,1,1,1,45.1,1
3,7.38,6.1,5,0,15,1,7,3,2,1,2,1,1,80.3,3
2,6.86,4.0,3,1,15,0,3,1,7,1,1,1,1,77.2,2
1,6.58,2.4,2,0,16,6,3,2,2,1,3,1,1,84.8,3
1,8.32,1.5,4,0,14,7,2,2,1,0,2,1,1,69.1,2
2,9.23,0.2,2,3,11,0,2,2,2,4,2,1,1,73.4,2
2,7.17,0.6,1,3,14,3,5,2,2,1,3,1,0,79.5,2
2,9.87,0.6,5,0,11,3,3,1,1,2,1,0,0,80.3,1
2,8.33,3.6,2,0,15,3,5,2,2,1,1,1,0,78.9,2
2,8.47,0.1,1,2,11,4,3,2,1,0,0,1,1,63.2,2
2,9.11,0.2,1,0,12,3,3,2,2,0,2,1,1,72.0,1
3,8.11,3.0,3,3,19,3,7,3,3,0,3,0,1,91.1,3
3,7.54,1.3,0,1,16,5,3,3,2,1,1,1,1,66.4,2
1,6.87,1.9,4,1,16,9,1,1,1,0,2,1,1,74.0,3
3,7.32,10.3,4,1,16,1,6,4,3,0,1,1,1,92.6,3
2,8.61,0.4,4,3,10,5,1,2,0,0,1,1,1,72.2,2
1,7.72,3.4,1,2,12,4,2,2,1,1,1,0,0,95.5,2
2,8.85,2.4,3,1,17,0,2,3,2,8,3,0,1,70.2,3
2,9.09,0.2,0,1,13,3,4,2,1,0,1,1,0,72.5,1
3,7.59,1.9,3,2,14,4,3,2,2,0,4,0,0,77.7,2
3,8.21,4.9,6,1,13,3,3,2,1,0,3,1,0,76.2,3
2,7.22,2.5,6,2,14,0,2,2,2,5,0,1,0,91.9,3
2,8.7,6.9,4,1,15,5,5,3,1,0,2,1,0,87.1,3
3,9.03,0.4,2,1,12,2,3,1,2,1,1,0,1,63.3,2
3,8.89,15.0,6,1,11,2,3,1,2,1,2,1,0,98.0,3
2,8.17,0.7,2,1,13,1,4,3,1,1,3,0,1,67.8,2
3,8.48,0.0,1,0,13,4,3,2,1,1,1,0,0,69.9,0
2,7.84,0.3,2,1,17,6,5,3,1,1,2,1,1,98.0,2
4,8.72,9.8,3,2,16,5,4,2,2,0,1,1,1,96.5,3
2,7.23,0.4,5,1,13,1,2,2,7,0,1,1,1,54.0,2
3,8.59,2.7,3,0,17,1,1,4,2,6,2,1,0,73.7,3
2,7.75,1.2,3,2,11,0,1,2,1,4,3,1,1,48.1,3
3,8.86,2.4,4,2,16,6,4,2,1,0,0,0,0,91.8,3
2,8.23,0.5,2,2,10,4,0,2,1,0,0,0,0,70.0,1
0,7.5,2.8,5,1,19,1,2,3,2,8,1,1,1,91.6,3
2,9.51,2.5,2,1,16,1,6,4,2,1,2,1,0,85.5,2
3,9.32,6.0,2,3,14,4,3,2,1,0,4,1,1,98.0,3
4,8.74,6.7,1,5,15,5,3,2,1,1,3,1,1,62.5,3
2,7.4,6.9,3,2,15,1,2,1,6,1,1,1,1,90.9,3
2,8.31,1.0,3,1,14,2,6,2,3,0,1,0,1,83.4,2
4,8.46,0.9,2,2,14,4,3,2,1,1,5,1,1,75.1,3
1,8.87,0.3,1,2,16,8,2,2,0,0,0,1,0,66.9,2
3,9.67,4.6,3,1,15,5,4,2,1,1,2,0,0,86.2,3
4,7.9,2.2,1,3,15,3,6,3,1,1,1,1,0,84.4,3
3,7.92,0.7,2,1,13,0,1,2,1,6,3,0,1,76.1,1
0,6.62,0.6,2,1,12,2,5,3,1,0,2,1,1,63.9,1
2,6.39,0.8,0,1,9,5,1,1,1,0,3,1,0,83.7,1
2,7.99,4.3,3,3,11,0,2,2,4,0,4,0,1,78.4,3
2,7.25,4.1,6,2,10,4,0,1,1,0,0,0,0,78.1,3
2,8.14,5.9,5,3,16,4,3,2,1,2,3,1,1,91.7,3
2,6.59,5.8,3,1,18,1,2,4,1,7,0,1,0,98.0,3
2,7.65,0.2,4,0,13,3,4,2,1,0,2,0,1,75.9,2
3,8.36,0.5,1,3,10,5,0,2,1,0,1,1,1,62.8,2
3,9.73,0.8,0,2,11,4,2,1,1,1,2,1,0,46.3,1
2,7.74,6.7,4,1,13,2,2,2,1,2,1,1,0,98.0,3
0,5.81,0.6,3,2,20,1,2,4,1,8,0,1,1,93.2,3
2,6.93,3.5,2,3,18,0,2,3,2,7,1,0,1,90.4,3
1,8.96,1.7,3,2,15,5,4,3,1,0,1,1,1,77.2,3
2,6.84,1.9,4,2,14,1,4,4,3,1,1,1,0,79.5,2
3,8.54,4.6,1,2,13,4,3,1,2,2,2,0,0,73.0,2
1,6.69,1.7,2,1,10,6,1,2,0,0,1,1,1,63.1,2
2,8.81,1.4,6,4,17,5,4,2,2,1,5,1,1,88.6,3
3,7.5,1.9,3,0,12,4,2,2,0,0,1,0,1,72.5,1
3,9.53,0.2,1,0,15,1,1,4,1,4,1,0,1,70.1,2
2,6.75,2.2,2,2,13,3,2,2,2,2,2,1,1,80.4,1
2,6.67,6.2,9,0,14,4,3,1,2,2,4,1,0,86.0,3
2,8.35,0.3,2,0,15,3,4,3,2,1,1,1,1,59.3,2
4,9.07,7.4,2,2,14,1,2,2,6,1,2,1,1,94.3,3
3,8.81,1.3,3,1,9,2,3,1,1,1,2,1,1,67.0,2
2,8.58,1.9,2,1,16,3,3,2,2,2,1,1,1,93.0,1
0,5.65,4.3,3,1,16,3,3,2,2,2,2,1,1,96.0,3
3,7.93,1.2,2,2,14,2,4,3,3,0,3,1,1,58.5,2
2,7.54,3.9,5,2,14,1,2,2,6,0,1,1,1,95.4,3
2,7.31,3.3,4,1,12,3,3,2,1,2,1,1,1,84.7,3
2,8.54,3.3,2,3,15,4,4,3,2,0,1,0,1,71.0,2
3,8.73,2.1,3,2,18,2,7,3,1,1,2,1,1,90.7,3
2,7.0,0.7,3,0,15,0,2,4,1,7,0,0,1,86.1,2
2,6.4,2.8,1,0,13,4,3,2,1,2,4,0,1,96.3,2
3,8.7,0.5,3,2,14,4,2,1,1,2,1,1,1,78.5,2
2,8.54,0.7,3,4,16,4,5,2,2,1,1,1,1,76.9,2
2,7.14,0.2,2,0,16,6,3,3,1,1,0,0,1,85.7,2
3,8.0,1.7,5,1,13,5,3,3,1,0,2,1,1,83.0,2
3,8.24,4.7,6,4,10,2,2,1,2,2,1,1,1,77.2,3
2,7.2,1.1,2,1,13,1,1,4,2,4,1,1,1,63.6,1
3,8.82,0.5,2,1,16,6,5,2,1,1,2,1,1,84.6,2
0,6.26,0.6,0,0,15,2,3,2,2,2,0,1,1,69.7,1
2,7.32,2.0,1,1,17,4,5,3,1,1,0,1,1,89.6,2
3,6.64,10.3,2,1,12,0,2,1,4,1,1,1,1,98.0,3
2,8.81,1.1,1,3,13,4,3,3,1,1,3,1,1,72.8,2
3,8.95,2.3,1,3,13,3,2,2,1,1,2,1,1,82.9,3
3,7.75,7.5,4,0,10,4,2,1,1,1,0,1,1,94.0,3
2,6.76,3.2,4,3,14,2,4,2,3,1,2,0,1,74.1,2
1,8.24,2.0,5,2,13,4,2,2,1,0,0,1,1,56.3,2
2,9.79,2.3,1,1,14,1,5,2,3,1,1,1,0,69.7,1
2,7.49,0.0,3,1,13,0,1,2,1,8,0,1,0,61.1,2
2,7.17,1.5,3,1,14,1,2,2,7,0,2,0,1,82.6,2
0,8.94,2.5,5,0,14,4,2,1,2,2,3,1,1,74.8,2
1,7.96,0.9,4,0,13,1,2,2,5,1,1,1,1,81.8,2
2,9.25,1.8,1,3,11,0,1,3,1,5,2,1,1,70.3,2
2,7.87,1.0,3,0,16,4,4,2,2,0,0,1,0,61.9,2
3,7.01,1.6,1,1,13,4,2,2,2,2,0,0,1,59.3,1
2,9.71,2.3,5,3,14,3,4,2,2,0,0,0,0,83.8,3
2,8.55,1.8,1,1,16,6,3,3,1,1,2,1,0,90.6,2
3,9.71,0.8,3,2,13,1,5,4,1,1,2,1,0,84.7,2
4,7.94,15.0,9,3,16,2,7,3,3,0,1,1,0,98.0,3
2,7.39,2.4,5,0,13,0,1,2,1,6,2,1,1,68.2,2
2,7.99,1.3,0,3,12,3,3,1,1,2,3,0,1,76.3,2
2,8.97,0.3,1,1,12,3,3,1,2,1,0,0,0,62.8,0
2,7.8,0.8,0,0,12,2,3,1,1,2,4,0,0,78.2,0
2,5.81,0.3,4,2,12,2,2,2,2,1,0,0,1,78.1,1
3,9.86,5.0,2,2,16,2,7,2,1,1,1,0,0,95.6,3
3,9.04,0.4,2,1,12,2,2,1,1,2,0,0,1,68.2,1
2,8.1,1.4,5,1,13,3,3,2,1,1,3,1,0,63.6,3
3,8.43,5.0,7,1,14,8,2,1,1,0,1,1,0,92.5,3
3,7.38,0.4,3,2,14,0,3,1,6,1,1,0,1,75.4,1
3,9.55,1.5,0,0,11,0,2,2,1,5,4,1,1,59.8,2
3,7.44,0.9,5,2,14,4,3,1,2,1,1,1,1,70.1,2
2,8.16,0.3,0,3,20,6,5,3,2,0,5,1,0,90.1,3
2,9.26,2.9,1,1,11,3,2,2,2,1,1,0,1,54.7,2
2,7.73,1.9,4,2,16,1,3,1,7,0,0,1,1,68.8,2
1,8.45,3.0,0,0,15,1,6,4,1,0,1,0,0,83.5,2
2,9.83,2.2,2,2,16,2,4,4,1,1,2,1,0,98.0,3
2,7.98,2.8,6,1,16,4,4,3,2,0,2,0,0,80.6,3
2,7.26,1.8,3,1,9,4,1,1,0,0,1,0,1,76.6,1
2,8.37,2.3,1,3,18,6,5,3,2,1,2,1,1,93.1,3
2,9.07,2.7,0,1,17,3,5,3,3,0,0,0,1,69.5,1
2,9.07,3.2,0,3,10,1,2,2,4,0,0,1,1,67.7,2
3,8.42,2.0,3,0,14,4,2,1,2,2,2,1,1,67.3,1
2,7.63,1.8,0,1,11,4,3,2,1,0,1,1,1,85.5,1
0,6.97,0.5,4,1,10,2,2,2,1,2,2,0,0,78.9,1
1,9.04,1.1,2,0,14,9,0,2,1,0,5,0,1,76.7,2
3,10.0,4.6,4,1,13,1,3,1,5,0,3,1,1,94.2,3
2,8.51,4.0,1,2,13,2,3,2,1,2,1,1,1,82.2,3
3,8.82,6.1,4,2,10,0,1,2,5,1,0,1,1,78.7,3
3,7.42,6.0,4,3,14,1,3,1,7,1,0,1,1,98.0,3
2,7.79,2.0,2,1,13,4,2,1,1,2,0,1,1,65.9,2
2,8.79,11.0,8,2,16,0,2,4,2,5,0,1,1,98.0,3
4,8.9,7.6,4,1,17,1,1,2,1,8,1,1,1,95.5,3
2,4.91,0.1,0,2,14,1,6,3,3,0,3,0,1,80.1,1
2,5.94,4.3,3,1,13,4,3,2,1,1,1,0,0,76.7,3
2,8.83,0.2,4,1,11,0,3,1,4,1,1,1,0,75.4,2
2,8.25,0.1,2,1,14,1,4,3,3,0,1,1,1,69.4,2
2,8.18,5.3,4,0,12,5,1,2,0,0,1,0,1,94.6,2
3,7.23,0.7,3,4,16,4,4,2,2,1,2,1,1,54.6,2
0,7.7,1.5,3,0,18,1,2,2,2,7,0,1,0,87.3,2
2,8.23,8.9,7,4,13,2,4,2,1,0,1,1,1,82.8,3
2,8.24,0.8,2,3,13,9,1,1,1,0,1,1,1,70.7,2
