education,cgpa,projects,internships,experience,skills_count,frontend_skills,backend_skills,database_skills,cloud_skills,ml_skills,has_github,has_linkedin,resume_length,certifications,achievements,ats_keywords,action_verbs,leadership,open_source,resume_score
1,7.39,1,0,1.1,15,5,3,3,1,0,1,1,430,1,1,19,8,1,1,92.7
3,9.03,1,6,1.3,15,1,1,2,7,0,0,1,597,0,3,15,4,1,1,98.0
2,8.77,2,2,0.0,13,3,5,2,1,0,0,1,535,4,0,15,6,0,0,96.3
4,8.49,1,1,0.2,14,0,1,4,2,5,0,1,406,5,2,19,4,0,0,97.9
3,8.11,2,3,0.3,11,1,1,2,4,0,1,0,576,1,0,15,9,0,1,92.7
3,8.39,3,3,1.2,17,0,2,4,2,8,1,1,518,1,4,23,2,0,0,98.0
2,6.76,2,2,4.2,15,4,4,2,2,1,1,0,538,2,0,22,3,0,1,98.0
2,7.73,4,2,3.8,12,2,4,3,1,0,1,0,684,0,2,16,3,0,1,98.0
2,7.24,3,1,1.3,15,5,5,2,2,0,1,0,543,1,0,20,6,1,1,98.0
0,7.06,4,0,4.1,18,6,3,2,2,1,1,1,605,2,1,16,6,1,0,98.0
2,7.79,2,2,1.8,13,6,2,1,1,0,1,0,508,0,0,19,1,1,0,88.0
2,9.29,4,3,3.3,16,1,7,3,1,1,1,0,527,0,0,13,9,0,0,98.0
1,7.49,4,0,1.8,14,3,5,3,1,0,1,0,556,0,2,15,6,0,0,95.0
0,7.98,2,0,0.4,20,3,7,4,3,0,1,1,546,0,1,20,3,0,0,86.8
2,8.09,1,1,0.6,13,4,2,2,2,2,0,1,472,3,2,19,5,0,0,89.9
0,9.64,0,2,2.7,15,5,3,2,1,1,1,0,493,0,0,19,0,0,0,84.5
1,9.07,3,1,0.3,16,3,6,4,2,0,1,1,537,2,0,19,0,0,0,96.5
2,8.96,4,0,4.7,18,6,5,3,1,0,0,0,634,2,2,21,8,0,0,98.0
0,6.43,0,1,3.1,17,2,4,4,3,0,1,1,590,1,1,14,7,1,0,93.7
2,6.83,7,1,7.9,12,4,1,2,1,0,1,0,949,1,3,18,10,0,0,98.0
2,8.27,2,2,0.7,10,2,2,1,1,1,1,1,548,0,2,11,5,0,0,83.6
2,8.02,2,1,4.7,11,4,2,2,0,0,1,0,694,0,1,12,8,1,1,98.0
1,8.33,5,2,3.9,16,9,1,2,1,0,1,1,732,3,0,14,7,1,1,98.0
4,7.43,2,2,0.8,18,2,6,4,1,1,1,0,496,1,2,18,3,0,0,98.0
2,7.5,4,1,0.0,11,4,3,2,1,0,0,1,626,0,1,13,3,0,0,83.3
2,8.01,5,1,0.9,13,1,4,3,1,1,1,1,540,4,1,14,6,0,0,98.0
0,6.47,1,1,0.1,17,3,5,4,1,1,1,1,434,1,0,17,2,0,1,75.6
2,6.85,4,3,0.0,16,2,7,2,1,0,1,1,596,2,1,21,4,0,0,98.0
2,7.29,3,1,1.2,19,2,7,2,3,1,1,1,410,0,0,16,6,1,0,98.0
3,9.16,4,1,3.7,12,1,3,1,5,0,1,0,638,1,1,12,6,1,1,98.0
3,9.74,3,0,0.4,11,3,2,1,1,1,1,1,489,2,0,14,3,0,1,96.1
2,8.03,5,1,3.6,15,8,2,2,0,0,1,1,572,1,1,12,6,0,0,98.0
2,7.04,2,1,1.9,12,0,3,2,6,0,0,0,439,1,0,11,5,0,0,79.3
2,8.14,2,3,1.7,17,5,4,3,2,1,0,1,483,1,1,21,7,1,1,98.0
2,8.92,7,0,3.9,13,4,2,2,1,0,1,0,706,0,0,17,8,1,0,98.0
2,8.15,8,0,3.5,10,4,0,1,1,0,1,1,721,1,2,19,10,1,1,98.0
2,8.35,3,2,0.5,17,6,3,2,2,1,1,0,561,2,1,12,6,0,0,98.0
3,8.54,0,3,1.8,16,0,1,2,2,8,1,1,365,2,2,19,7,0,0,98.0
3,8.24,1,1,2.7,10,1,4,2,1,1,1,1,617,2,0,15,6,0,0,90.5
2,8.68,3,1,2.3,15,3,3,2,2,2,1,1,685,1,1,9,6,0,0,98.0
2,7.02,3,3,1.3,14,4,2,1,1,2,1,1,581,1,1,17,4,1,0,98.0
3,8.99,4,1,1.4,13,3,5,3,1,0,1,0,359,1,1,20,4,0,0,98.0
3,8.15,4,1,1.4,10,2,2,1,2,1,1,1,413,6,2,12,4,0,0,98.0
4,9.51,4,2,2.6,13,1,5,3,1,1,1,1,540,2,2,11,6,1,0,98.0
2,9.18,6,1,6.0,15,1,7,3,3,0,1,1,804,0,0,18,7,1,0,98.0
2,7.98,3,1,2.0,15,4,5,2,1,1,0,1,671,1,2,17,2,0,1,98.0
2,9.81,3,1,1.5,12,4,2,1,2,1,1,1,493,0,1,16,2,1,0,98.0
0,7.55,1,0,0.2,16,2,4,4,3,0,1,0,574,0,0,17,2,1,0,77.7
2,8.17,1,1,4.2,18,2,7,2,3,0,1,1,495,1,0,16,8,0,1,98.0
3,9.1,3,6,5.1,11,7,0,1,0,0,1,1,780,1,2,13,5,0,0,98.0
2,8.93,4,2,3.9,16,4,2,2,2,2,1,1,652,0,1,20,7,0,0,98.0
2,8.03,3,1,1.2,16,1,1,4,1,5,0,1,627,1,1,16,2,0,1,95.6
2,8.83,2,2,1.5,13,0,2,2,2,4,1,1,585,3,3,8,3,1,1,98.0
2,7.67,2,0,2.9,14,4,3,2,2,0,1,1,576,2,1,11,7,0,0,97.2
2,8.89,4,2,1.3,12,0,2,1,7,0,0,1,519,1,2,10,3,0,1,98.0
2,7.68,4,5,1.2,16,5,4,2,2,1,1,1,615,2,0,21,2,0,1,98.0
2,8.15,3,0,3.1,14,9,0,2,0,0,0,1,588,1,1,18,6,0,1,98.0
2,6.92,3,3,1.6,15,6,4,2,1,0,1,0,595,2,1,12,6,0,0,98.0
1,7.42,0,2,0.3,13,3,3,2,2,2,0,1,613,2,1,14,1,0,0,72.5
2,7.74,0,0,0.3,14,4,4,3,1,0,1,1,554,1,0,13,5,0,0,73.7
1,9.27,2,1,2.7,15,1,7,2,3,1,1,1,656,0,0,15,6,0,0,98.0
2,7.06,2,2,0.5,16,0,2,3,1,6,1,1,586,1,1,16,3,1,0,90.9
1,7.81,4,0,0.9,19,2,7,3,3,0,1,0,599,2,0,14,6,0,0,98.0
2,7.0,2,1,1.3,13,3,3,3,2,1,0,1,500,1,0,13,4,0,0,78.8
3,9.05,1,1,2.2,17,6,5,2,1,1,0,0,535,0,0,20,3,1,0,98.0
0,7.21,2,1,1.5,15,1,5,3,3,0,1,0,547,2,0,19,2,1,1,91.7
2,8.95,2,2,2.9,20,6,5,3,2,1,1,0,603,1,3,15,8,0,1,98.0
3,7.38,4,2,1.6,14,0,1,3,2,4,1,1,537,0,0,17,8,1,0,98.0
3,8.8,1,3,1.2,18,5,5,2,2,0,1,1,490,0,0,17,5,1,0,98.0
2,9.42,7,1,5.0,14,1,1,3,1,4,1,1,810,4,0,20,7,1,0,98.0
4,8.76,3,2,0.2,12,2,3,1,2,2,0,1,408,2,1,13,5,1,1,98.0
2,8.53,3,3,1.4,17,1,7,3,2,0,0,0,689,2,2,9,3,0,0,98.0
2,9.96,0,2,0.0,20,1,7,4,3,1,1,0,577,1,2,22,3,1,0,98.0
1,9.8,2,0,4.2,21,1,2,4,2,8,1,1,591,1,1,18,6,1,0,98.0
2,9.27,4,1,2.2,11,0,2,1,5,0,0,1,490,4,1,13,1,0,1,98.0
3,6.46,4,1,1.9,18,6,4,2,2,1,1,0,543,0,4,17,6,0,1,98.0
2,7.64,1,1,0.1,15,4,3,1,1,2,1,0,372,2,0,19,4,0,0,77.0
2,9.01,3,1,1.3,14,3,4,3,3,0,0,1,541,5,0,14,2,1,0,98.0
2,10.0,0,2,1.7,17,0,3,2,7,1,0,0,608,1,0,12,5,0,0,94.5
3,7.67,1,1,2.2,9,0,1,2,5,0,1,1,468,0,1,14,5,0,1,84.4
3,9.73,4,0,2.8,16,9,1,2,0,0,1,1,563,5,1,16,12,1,0,98.0
2,7.97,3,2,4.2,10,2,3,2,1,1,1,1,549,3,1,18,2,1,0,98.0
1,7.37,1,0,0.0,12,4,3,2,2,0,0,1,480,0,0,9,2,0,0,59.5
2,8.18,6,1,9.3,13,0,1,2,1,8,1,1,825,2,2,20,11,1,0,98.0
2,8.05,3,0,0.8,12,0,1,1,7,1,1,0,441,1,0,16,2,0,0,79.4
3,9.52,3,1,2.8,14,1,2,3,2,4,0,1,553,0,1,13,6,0,1,98.0
2,6.92,6,2,9.6,15,4,2,1,2,2,1,0,822,3,3,16,14,0,1,98.0
3,8.87,2,0,1.0,12,4,1,2,1,0,1,0,373,0,1,16,5,0,0,82.5
2,8.89,2,1,2.2,14,1,2,2,7,0,1,1,511,1,1,20,5,0,0,98.0
2,8.35,0,0,2.5,15,1,1,1,7,1,1,1,443,0,1,18,2,1,0,86.9
3,9.77,4,3,5.6,16,4,5,3,2,0,1,0,746,0,1,19,4,1,0,98.0
2,7.94,2,2,3.4,12,3,4,2,2,0,0,1,450,1,1,18,8,0,0,98.0
2,7.11,8,1,2.8,14,3,3,3,1,0,0,1,606,2,3,10,5,1,1,98.0
2,6.81,2,1,3.0,14,3,2,2,2,2,1,1,520,0,1,23,7,1,1,98.0
3,9.54,3,0,1.7,9,0,1,2,1,4,1,1,531,3,0,14,5,0,0,96.8
3,8.49,4,4,5.8,14,1,4,3,3,0,1,1,660,1,2,16,9,1,0,98.0
2,7.76,2,3,0.0,17,6,4,3,2,0,1,1,459,2,0,11,5,1,0,98.0
2,7.62,4,1,0.6,15,4,4,3,2,1,1,0,475,1,2,18,5,0,0,98.0
2,8.51,3,0,0.6,16,1,1,4,2,4,0,1,742,2,3,15,6,1,0,98.0
2,8.3,4,1,0.9,13,2,2,2,2,2,1,1,422,2,2,17,2,1,0,98.0
2,7.48,3,1,0.0,15,4,3,2,1,1,1,1,575,0,1,12,4,0,0,86.9
3,7.26,2,3,1.8,11,6,0,2,1,0,0,1,506,3,2,13,5,0,0,97.4
0,7.86,3,1,1.4,13,3,4,2,2,0,0,1,521,1,1,16,3,0,1,90.5
2,7.49,4,1,0.5,12,3,2,2,1,2,0,1,544,2,1,13,0,0,0,84.1
2,6.7,4,2,2.5,16,2,5,3,3,1,0,1,662,3,0,9,6,0,0,98.0
2,7.24,5,1,7.4,13,3,3,1,2,1,1,1,703,1,0,18,11,0,1,98.0
3,9.71,3,0,0.1,10,5,1,2,0,0,0,1,371,0,2,11,1,1,0,79.0
2,7.6,7,1,0.6,14,4,3,2,2,0,1,1,649,2,0,13,6,0,1,98.0
2,7.34,4,2,2.2,13,9,0,1,1,0,1,1,554,2,1,22,4,1,1,98.0
2,6.45,4,0,8.7,16,5,4,2,1,1,1,1,932,3,1,23,10,0,0,98.0
3,8.68,2,1,1.4,19,5,5,2,2,1,1,0,504,2,1,20,8,0,1,98.0
2,8.88,1,4,0.2,12,4,2,1,2,1,1,1,425,1,3,15,3,0,0,95.2
2,9.24,2,1,5.6,9,0,2,2,4,0,1,1,547,0,1,15,7,0,0,98.0
1,7.24,4,2,5.7,14,4,3,2,2,2,0,1,672,2,2,18,4,0,0,98.0
0,8.23,2,0,0.5,12,4,2,1,2,2,1,1,629,0,1,13,6,0,1,84.4
2,8.2,0,1,0.0,11,4,2,2,0,0,1,1,491,0,2,9,3,0,0,72.9
0,6.21,6,2,3.3,17,4,5,3,2,1,0,1,651,0,1,17,7,1,0,98.0
2,8.73,1,1,0.5,18,1,2,4,2,5,1,1,377,1,1,13,5,0,0,88.9
2,9.36,1,0,0.8,16,0,2,3,2,6,1,0,582,2,1,18,7,0,0,96.7
2,9.25,1,1,3.6,14,7,1,1,1,0,1,1,612,2,0,18,6,1,0,98.0
2,7.15,2,2,0.8,13,0,1,2,1,6,1,1,672,0,1,16,7,1,0,91.6
4,7.4,3,4,3.2,11,4,2,2,0,0,1,1,502,1,4,11,8,0,0,98.0
3,7.58,1,1,3.0,14,0,2,2,1,5,1,0,492,2,1,13,3,1,0,97.6
4,10.0,1,1,4.7,10,1,3,1,4,0,0,0,601,0,1,18,10,1,0,98.0
3,7.29,2,4,1.2,14,0,3,1,6,0,1,1,502,0,0,18,7,1,1,98.0
3,8.93,3,3,4.4,13,3,3,2,2,2,1,0,761,3,0,21,6,0,0,98.0
0,5.69,2,0,2.6,16,0,2,3,1,7,0,1,607,0,0,11,5,0,0,79.1
2,8.3,1,0,1.3,9,4,0,2,0,0,1,1,724,1,1,18,4,1,0,85.3
2,8.92,2,3,1.5,15,4,3,3,1,1,1,0,602,3,1,22,5,0,0,98.0
2,7.93,2,1,2.1,12,2,2,1,1,2,0,1,428,1,2,15,5,0,0,88.4
2,7.14,3,5,0.2,7,4,1,1,0,0,1,1,529,2,2,5,3,0,1,93.8
2,8.66,6,1,6.9,15,2,3,2,2,2,1,1,822,1,3,16,9,1,0,98.0
0,5.96,5,1,0.2,17,6,5,2,1,0,1,1,638,0,2,11,2,1,0,97.5
1,7.9,2,1,0.7,16,5,4,2,1,1,0,1,560,2,2,15,3,0,0,89.9
3,9.6,1,2,1.3,18,1,7,4,2,1,1,1,372,0,0,18,4,0,0,98.0
3,8.65,5,4,6.5,11,5,0,2,1,0,1,1,783,4,0,20,8,1,0,98.0
4,7.61,0,4,0.3,15,3,4,4,2,1,1,0,509,2,1,13,7,1,1,98.0
3,6.87,5,1,12.5,14,7,1,2,1,0,1,1,1122,0,2,29,13,1,0,98.0
1,7.03,2,1,0.2,12,1,1,1,7,0,1,0,362,1,0,16,4,1,0,79.1
3,9.08,3,0,6.1,14,4,2,2,1,1,1,1,703,5,0,17,9,1,1,98.0
2,7.56,6,2,9.3,15,0,3,1,7,1,1,1,767,3,0,17,13,0,0,98.0
3,10.0,4,3,5.1,15,4,3,2,1,2,0,1,525,6,2,14,12,0,0,98.0
0,6.03,8,1,5.3,15,0,1,3,2,8,0,1,882,2,4,22,10,0,0,98.0
2,7.81,3,0,0.9,14,3,3,3,1,0,0,1,501,0,0,20,3,0,0,75.3
0,6.67,7,2,3.9,12,7,1,2,0,0,1,1,729,2,1,19,9,0,0,98.0
3,8.17,2,0,0.6,16,9,0,2,1,0,1,1,542,6,2,16,1,0,0,98.0
3,7.96,2,0,0.3,10,3,2,1,2,1,1,1,499,0,1,12,2,0,0,73.7
1,8.18,1,0,0.8,11,0,1,1,6,1,1,0,480,0,2,12,5,1,1,84.4
2,7.09,3,2,4.1,10,2,3,1,1,1,1,1,648,1,2,18,6,0,0,98.0
3,7.9,5,0,1.2,14,1,2,2,1,5,0,0,524,1,2,8,2,1,0,98.0
2,7.85,0,3,2.0,14,2,6,2,3,0,1,1,568,2,1,20,7,1,0,98.0
1,9.6,8,1,0.7,16,4,5,3,2,0,0,1,578,1,0,21,8,1,0,98.0
2,9.15,2,2,5.3,16,1,2,3,1,8,1,1,719,2,1,21,8,0,0,98.0
2,8.69,3,1,0.7,12,9,0,2,0,0,1,1,520,3,1,18,4,0,0,98.0
4,8.66,7,2,2.4,16,6,3,3,1,1,1,1,505,1,0,18,3,0,0,98.0
2,7.7,1,0,0.7,12,7,1,2,1,0,1,0,568,0,0,17,5,0,0,73.3
2,9.4,5,2,2.1,15,4,3,3,2,1,1,0,532,2,1,20,6,1,0,98.0
2,8.86,0,0,0.9,14,4,3,2,2,1,1,0,538,2,1,10,6,0,0,83.3
4,6.92,3,2,0.7,12,3,4,2,1,0,1,0,551,3,1,11,4,0,0,94.9
2,9.56,2,3,0.4,10,0,1,2,6,0,1,1,502,2,1,17,4,0,1,98.0
2,7.87,6,0,0.4,12,3,3,2,1,2,0,1,552,1,1,14,4,0,0,94.8
4,9.05,3,2,0.5,17,0,2,3,2,7,1,1,480,6,0,17,2,0,0,98.0
2,8.48,4,2,1.6,13,3,2,1,2,2,1,1,532,3,0,13,5,0,0,98.0
2,8.4,2,0,0.0,14,4,4,2,1,0,0,0,521,2,0,15,1,0,0,73.8
2,9.11,2,1,2.9,16,3,3,2,2,2,0,1,525,1,1,16,4,1,0,98.0
2,9.66,1,0,4.6,16,1,2,4,2,6,1,1,627,1,1,19,9,0,0,98.0
2,8.01,4,2,6.2,16,6,3,2,1,1,0,1,741,2,2,21,8,0,0,98.0
2,9.07,3,2,2.2,14,1,2,3,1,4,1,1,462,2,1,13,5,0,1,98.0
3,8.03,4,2,0.2,16,1,1,4,2,7,1,1,348,6,0,14,2,0,0,98.0
1,9.18,3,1,3.9,18,1,1,3,1,8,1,1,688,0,2,17,10,0,0,98.0
2,7.79,3,1,3.0,16,3,4,2,3,1,0,1,731,2,2,20,6,1,0,98.0
3,9.4,4,3,4.1,18,1,2,4,2,7,1,0,590,2,2,13,7,0,0,98.0
2,7.56,1,2,1.0,11,6,0,1,1,0,1,0,408,0,0,15,8,1,1,84.3
2,7.59,6,0,2.1,12,9,0,1,1,0,0,1,527,0,1,14,5,1,0,98.0
3,7.95,2,0,1.4,16,0,1,2,2,7,1,1,518,3,1,17,2,0,0,96.6
2,8.77,2,0,0.4,14,4,3,2,2,2,1,0,526,4,1,13,4,0,1,97.4
2,8.53,2,1,1.0,13,8,2,2,0,0,0,1,489,1,0,11,3,0,0,81.2
1,6.65,3,1,1.6,12,4,2,2,2,1,0,0,709,0,1,17,4,0,0,82.6
2,7.51,1,2,1.6,15,6,3,2,1,0,0,1,525,0,2,14,5,0,0,89.6
2,8.41,2,1,8.2,11,4,1,2,0,0,0,1,766,0,3,16,11,1,0,98.0
2,9.13,6,1,4.2,18,1,2,4,1,8,1,0,746,1,0,14,8,0,0,98.0
2,7.9,1,4,1.1,13,1,6,2,2,1,0,1,471,3,1,13,5,1,0,98.0
2,7.58,5,0,0.7,10,6,0,2,0,0,1,1,663,0,0,12,6,0,0,85.0
1,7.79,3,0,1.7,15,4,2,1,2,2,0,1,583,2,0,13,3,0,0,88.7
2,9.7,2,0,0.7,10,0,1,3,1,4,1,1,322,3,2,18,2,0,0,91.0
2,7.95,4,1,15.0,12,0,1,2,7,1,1,1,1037,4,2,21,15,0,0,98.0
2,7.57,1,2,3.0,18,6,4,3,2,0,1,0,547,1,1,17,7,0,0,98.0
3,8.54,3,2,0.3,13,1,1,3,1,4,1,1,397,1,1,11,5,0,0,93.6
1,7.58,5,0,2.6,15,4,4,3,1,1,1,0,637,2,0,13,5,1,0,98.0
2,5.61,4,1,1.2,13,9,0,1,1,0,0,1,663,0,1,14,5,0,0,87.2
1,7.42,3,1,0.8,16,5,4,2,1,0,1,1,575,1,1,15,6,0,1,98.0
3,8.93,3,1,0.9,15,6,3,2,1,1,0,0,403,1,1,13,0,0,1,92.9
2,6.33,6,0,11.8,15,5,4,2,2,0,0,1,909,1,3,21,12,0,0,98.0
1,6.46,4,1,1.6,16,4,4,3,1,0,0,1,626,1,1,20,5,0,0,96.6
3,8.47,2,2,2.2,16,3,4,2,2,1,0,1,431,1,1,23,6,1,0,98.0
2,7.86,3,1,3.4,17,6,4,3,1,0,1,1,696,2,2,19,5,1,0,98.0
2,8.58,1,3,1.3,14,0,1,3,2,5,1,0,563,0,2,13,9,1,0,98.0
2,9.11,5,2,3.3,19,5,5,3,2,1,1,1,753,3,4,19,6,0,0,98.0
2,7.86,4,0,3.3,18,1,2,2,1,8,1,1,620,3,3,19,6,0,0,98.0
2,8.56,3,0,5.6,13,4,2,1,2,1,1,1,786,3,1,12,9,1,0,98.0
3,10.0,0,1,3.6,14,1,2,1,6,1,1,1,540,1,3,17,9,1,0,98.0
2,8.19,6,2,4.0,21,3,7,4,2,1,0,1,750,3,0,19,8,0,0,98.0
2,7.84,4,1,4.0,15,0,2,4,1,6,1,1,758,1,1,17,6,0,1,98.0
2,9.27,2,2,1.3,13,6,2,1,1,0,0,1,698,0,2,14,6,0,0,94.2
3,6.68,0,3,0.5,16,2,5,4,3,1,1,0,423,2,0,14,7,0,0,85.8
2,7.77,2,1,0.4,10,4,0,1,1,0,1,0,560,3,1,12,4,0,0,86.0
3,9.69,2,2,0.9,15,2,5,4,2,0,0,1,486,3,1,17,3,1,1,98.0
2,10.0,0,6,0.7,12,7,0,2,0,0,1,0,579,4,2,14,7,1,0,98.0
1,6.72,2,3,5.9,14,5,4,2,1,0,0,1,577,1,0,17,9,0,0,98.0
1,9.45,5,0,0.5,12,3,4,2,2,0,0,1,546,2,1,14,3,0,1,98.0
2,9.0,1,0,0.2,16,3,5,3,1,0,1,0,448,2,0,13,2,0,0,83.7
2,7.3,1,0,1.0,14,3,3,2,2,2,0,1,429,4,3,11,5,0,0,89.6
3,8.72,0,3,0.0,17,4,4,3,2,1,1,1,413,1,0,19,7,0,1,94.6
1,6.66,1,2,0.4,15,0,2,4,2,6,0,1,491,0,2,16,3,0,0,78.4
2,6.78,1,2,0.4,14,0,2,2,6,0,0,0,536,2,2,10,4,0,0,80.1
4,5.73,1,2,3.7,13,2,5,3,1,0,1,0,479,3,1,18,5,0,0,92.2
3,8.7,3,3,0.1,12,3,2,1,1,2,1,1,465,1,0,12,0,0,1,94.9
4,7.52,4,0,4.0,14,1,5,3,1,1,1,1,684,7,2,18,3,0,1,98.0
4,9.62,7,2,9.3,17,2,6,2,3,1,1,1,818,0,0,20,8,1,0,98.0
2,8.1,1,0,1.3,15,0,2,3,1,8,0,0,577,3,0,21,8,0,0,92.6
2,9.86,3,2,2.2,18,5,4,3,2,0,1,1,569,0,1,18,8,0,1,98.0
3,8.69,3,1,3.3,13,0,2,2,1,5,0,0,542,5,1,12,7,0,0,98.0
2,7.11,2,2,0.3,11,2,4,2,1,0,1,0,390,5,3,8,6,0,0,92.6
2,8.46,2,1,0.5,12,3,2,1,1,2,0,1,598,3,1,14,3,0,0,85.5
2,9.21,3,2,0.2,13,0,1,2,1,5,1,1,496,0,3,17,3,0,0,98.0
2,7.98,1,4,1.1,16,1,1,2,1,7,1,0,513,1,1,13,8,1,0,98.0
2,9.02,8,0,1.6,13,3,2,2,1,2,1,1,620,3,1,13,7,1,1,98.0
1,8.1,5,0,0.5,14,4,3,2,2,2,0,1,517,0,1,15,6,0,0,92.4
3,8.9,0,2,0.5,12,4,2,1,1,1,1,1,458,5,1,13,7,0,0,97.2
4,9.55,1,1,0.1,13,1,4,4,1,1,1,1,514,1,1,14,4,0,0,92.0
2,8.65,1,3,1.9,18,6,4,2,2,0,0,0,598,3,3,12,5,0,0,98.0
4,9.31,7,0,4.0,13,4,2,2,2,2,1,1,781,4,2,18,6,0,1,98.0
2,7.68,3,2,0.3,13,6,3,2,1,0,1,0,570,1,1,16,4,0,1,91.8
2,8.72,1,1,2.3,17,9,2,2,0,0,1,1,514,1,1,18,8,0,1,98.0
2,6.25,0,1,0.5,16,2,5,4,3,0,0,1,428,2,1,21,3,0,0,78.9
2,8.68,4,0,5.4,13,9,1,1,0,0,1,1,696,6,2,20,14,0,1,98.0
2,8.41,2,4,5.3,14,1,5,3,2,0,1,1,623,1,2,22,7,0,0,98.0
2,8.28,3,0,6.8,15,5,3,3,2,0,1,1,762,1,2,24,8,0,0,98.0
3,7.44,3,2,3.0,15,5,4,3,2,0,1,1,620,5,1,13,4,0,0,98.0
2,7.02,2,3,1.1,18,6,4,2,2,0,1,1,480,0,0,18,3,0,0,92.9
3,7.84,6,0,0.4,18,6,4,3,1,0,0,1,532,1,2,12,4,0,0,98.0
2,8.9,2,0,2.8,14,4,3,1,1,1,1,1,437,1,1,15,7,1,0,98.0
4,8.41,5,3,4.4,14,7,2,2,1,0,1,0,675,1,2,11,8,1,0,98.0
1,9.27,1,1,0.2,18,1,1,4,1,7,0,1,499,1,2,14,3,0,0,90.2
2,7.81,4,1,6.1,19,0,2,3,2,8,1,0,676,2,1,24,7,1,0,98.0
2,6.96,2,0,0.9,13,3,3,3,1,1,1,0,536,5,2,14,4,0,0,87.9
2,8.08,3,2,0.1,13,1,5,2,2,0,0,0,551,5,0,17,5,0,0,96.1
2,7.65,2,0,3.1,11,4,3,1,1,1,0,0,432,0,0,9,7,0,0,79.8
2,4.34,3,1,2.2,13,8,1,1,1,0,1,1,654,2,2,19,1,0,1,87.5
2,7.47,5,2,0.7,9,0,2,1,5,0,1,1,472,1,1,11,3,0,0,90.7
3,9.52,2,1,0.1,14,4,3,2,2,2,0,1,410,3,3,22,1,1,0,98.0
1,8.46,2,0,3.3,18,3,6,4,2,0,1,1,516,2,2,18,8,0,1,98.0
1,8.53,1,1,1.1,14,9,1,2,1,0,0,1,441,6,0,13,3,0,0,90.7
2,7.73,3,2,0.4,16,2,6,4,1,0,0,1,587,3,3,14,2,0,0,98.0
3,9.1,3,2,0.6,17,3,5,3,1,1,0,1,657,1,3,15,6,0,0,98.0
2,6.97,2,1,6.5,11,1,4,2,1,0,1,1,648,2,0,19,7,1,1,98.0
2,8.29,4,1,2.7,12,6,2,2,1,0,1,1,698,0,3,9,3,0,1,98.0
2,6.89,2,3,0.8,14,3,3,2,2,2,1,1,461,2,1,16,3,1,0,96.8
2,7.02,0,1,1.5,14,1,7,3,1,0,1,1,467,0,1,12,6,0,1,79.0
3,8.39,7,0,6.8,15,9,0,2,0,0,0,1,930,2,3,24,9,1,0,98.0
2,6.9,2,0,1.9,13,7,2,2,0,0,1,0,659,2,0,15,6,0,1,91.3
2,6.32,0,0,0.6,12,0,3,1,6,0,1,1,481,4,1,10,3,1,0,76.4
3,8.53,3,1,1.0,13,1,7,3,1,0,0,1,622,2,2,13,0,0,0,93.6
0,7.52,2,1,1.0,10,0,3,2,4,0,0,1,534,2,1,16,5,0,0,76.7
2,9.05,1,0,2.4,14,0,1,3,2,4,1,1,438,5,5,20,6,0,0,98.0
3,8.23,3,2,2.9,17,1,2,3,2,8,0,1,616,0,0,20,4,0,0,98.0
2,8.45,3,3,2.6,12,4,3,1,2,1,1,1,467,0,2,13,3,0,1,98.0
2,8.76,4,1,1.2,13,9,0,2,0,0,1,0,584,1,0,19,4,0,0,93.5
2,9.76,9,1,6.5,15,3,3,3,2,1,1,1,931,1,0,17,12,0,1,98.0
2,7.83,1,0,1.9,17,1,2,4,1,7,1,1,551,2,3,19,2,0,0,97.4
1,9.51,0,1,3.2,13,3,3,2,2,2,1,1,391,1,1,15,6,1,0,97.5
3,7.14,6,1,5.1,13,1,3,2,5,0,0,1,737,2,0,14,7,1,1,98.0
2,7.09,6,1,6.3,15,5,3,2,1,1,1,0,871,1,2,14,11,1,0,98.0
2,8.97,3,2,0.9,19,5,5,3,2,1,0,0,490,1,0,18,2,0,0,98.0
2,7.02,5,0,1.7,13,3,5,2,1,1,0,1,683,1,0,12,2,0,0,90.2
1,8.69,4,1,0.2,13,4,4,2,2,0,0,0,608,2,0,14,4,1,0,92.0
2,7.89,3,0,2.1,8,5,1,1,0,0,1,0,646,4,1,16,2,0,0,89.5
3,10.0,4,1,1.2,12,3,2,2,1,1,1,1,549,2,3,16,3,1,0,98.0
4,7.25,2,2,1.0,14,3,3,2,1,2,1,1,439,4,2,17,6,0,0,98.0
1,8.09,2,0,0.4,18,6,4,2,2,0,1,1,486,0,0,11,1,1,0,82.1
3,8.49,1,1,0.3,14,1,2,2,6,1,1,0,476,2,3,13,0,0,0,89.3
2,6.19,5,0,3.1,11,4,2,1,1,0,0,1,528,4,2,16,7,0,0,98.0
1,9.44,0,2,3.0,16,7,2,2,1,0,1,1,651,2,1,19,7,0,1,98.0
3,7.37,5,0,2.9,18,0,2,4,2,7,1,1,693,2,4,17,7,1,0,98.0
1,8.18,4,2,3.4,11,0,1,4,1,4,1,1,816,1,0,12,11,0,0,98.0
2,7.06,2,2,0.3,15,0,2,2,7,1,1,1,476,3,1,20,2,0,0,94.2
2,8.36,1,1,0.8,8,4,0,1,0,0,1,0,366,3,0,14,2,0,1,73.3
2,7.74,3,2,0.7,15,0,2,2,2,8,1,1,496,1,0,15,0,1,1,98.0
3,6.41,2,1,4.1,14,9,1,2,1,0,0,0,586,1,3,14,7,0,0,98.0
